,mass A,,
t,v,frame,
0.00000,,69
0.00011,63.59,70
0.00022,73.05,71
0.00033,84.06,72
0.00045,95.55,73
0.00056,107.5,74
0.00067,120.4,75
0.00078,134.0,76
0.00089,148.9,77
0.00100,162.9,78
0.00111,175.5,79
0.00122,189.0,80
0.00134,202.7,81
0.00145,216.6,82
0.00156,231.1,83
0.00167,244.0,84
0.00178,258.4,85
0.00189,272.0,86
0.00200,272.1,87
0.00211,276.4,88
0.00223,312.4,89
0.00234,334.8,90
0.00245,334.1,91
0.00256,342.5,92
0.00267,353.9,93
0.00278,364.8,94
0.00289,375.2,95
0.00301,386.2,96
0.00312,396.0,97
0.00323,395.6,98
0.00334,390.9,99
0.00345,420.8,100
0.00356,438.7,101
0.00367,428.9,102
0.00378,431.4,103
0.00390,433.9,104
0.00401,436.2,105
0.00412,438.0,106
0.00423,431.6,107
0.00434,427.6,108
0.00445,429.2,109
0.00456,435.3,110
0.00467,442.9,111
0.00479,429.9,112
0.00490,413.0,113
0.00501,400.7,114
0.00512,382.4,115
0.00523,,116
