,mass A,,
t,v,frame,
0.00000,,43
0.00011,41.19,44
0.00022,43.01,45
0.00033,46.80,46
0.00045,50.69,47
0.00056,55.05,48
0.00067,60.72,49
0.00078,66.19,50
0.00089,72.21,51
0.00100,80.64,52
0.00111,90.79,53
0.00122,100.7,54
0.00134,110.1,55
0.00145,120.1,56
0.00156,131.0,57
0.00167,142.0,58
0.00178,153.0,59
0.00189,163.7,60
0.00200,174.3,61
0.00211,186.1,62
0.00223,197.3,63
0.00234,207.7,64
0.00245,219.2,65
0.00256,230.0,66
0.00267,240.5,67
0.00278,237.3,68
0.00289,258.3,69
0.00300,282.4,70
0.00312,279.9,71
0.00323,287.0,72
0.00334,292.7,73
0.00345,298.8,74
0.00356,307.6,75
0.00367,315.2,76
0.00378,322.1,77
0.00389,327.4,78
0.00401,333.1,79
0.00412,339.7,80
0.00423,345.4,81
0.00434,346.8,82
0.00445,336.3,83
0.00456,343.4,84
0.00467,358.8,85
0.00479,358.6,86
0.00490,358.0,87
0.00501,356.9,88
0.00512,356.4,89
0.00523,355.8,90
0.00534,354.9,91
0.00545,352.9,92
0.00556,344.4,93
0.00568,336.6,94
0.00579,332.1,95
0.00590,322.6,96
0.00601,306.4,97
0.00612,290.6,98
0.00623,278.1,99
0.00634,265.6,100
0.00645,238.4,101
0.00657,214.7,102
0.00668,,103
