,mass A,,
t,v,frame,
0.00000,,56
0.00011,97.19,57
0.00022,111.4,58
0.00033,126.8,59
0.00045,141.1,60
0.00056,156.1,61
0.00067,171.7,62
0.00078,186.0,63
0.00089,200.2,64
0.00100,214.5,65
0.00111,229.4,66
0.00122,244.2,67
0.00134,257.5,68
0.00145,271.2,69
0.00156,285.9,70
0.00167,310.3,71
0.00178,315.9,72
0.00189,313.4,73
0.00200,335.2,74
0.00211,352.0,75
0.00223,363.3,76
0.00234,377.6,77
0.00245,390.5,78
0.00256,402.9,79
0.00267,412.3,80
0.00278,424.2,81
0.00289,433.7,82
0.00300,441.8,83
0.00312,456.4,84
0.00323,460.8,85
0.00334,460.2,86
0.00345,464.4,87
0.00356,459.7,88
0.00367,461.5,89
0.00378,467.8,90
0.00389,473.4,91
0.00401,480.5,92
0.00412,480.1,93
0.00423,478.9,94
0.00434,470.0,95
0.00445,453.8,96
0.00456,444.6,97
0.00467,,98
